Customer ID,Churn,Churn Category,Churn Reason,Churn Score,Customer Status,Satisfaction Score
2956-GGUCQ,1,Attitude,Attitude of service provider,65,Churned,1
2040-VZIKE,0,Not Churned,Not Churned,53,Stayed,3
9070-BCKQP,0,Not Churned,Not Churned,21,Stayed,3
0655-YDGFJ,0,Not Churned,Not Churned,66,Stayed,3
2259-OUUSZ,0,Not Churned,Not Churned,48,Stayed,3
8007-YYPWD,0,Not Churned,Not Churned,43,Stayed,5
8079-XRJRS,1,Dissatisfaction,Network reliability,72,Churned,1
0945-TSONX,0,Not Churned,Not Churned,30,Stayed,3
4307-KWMXE,0,Not Churned,Not Churned,59,Stayed,3
0906-QVPMS,0,Not Churned,Not Churned,26,Stayed,4
3643-AHCFP,1,Competitor,Competitor made better offer,83,Churned,3
9833-TGFHX,0,Not Churned,Not Churned,71,Stayed,3
2357-COQEK,1,Competitor,Competitor made better offer,78,Churned,2
7636-XUHWW,0,Not Churned,Not Churned,58,Joined,5
7501-VTYLJ,0,Not Churned,Not Churned,72,Joined,3
5676-CFLYY,0,Not Churned,Not Churned,68,Stayed,5
2391-SOORI,1,Dissatisfaction,Lack of self-service on Website,83,Churned,1
4163-HFTUK,0,Not Churned,Not Churned,78,Stayed,4
5060-TQUQN,0,Not Churned,Not Churned,31,Stayed,3
0621-JFHOL,0,Not Churned,Not Churned,62,Stayed,3
7161-DFHUF,0,Not Churned,Not Churned,77,Stayed,5
9777-WJJPR,0,Not Churned,Not Churned,48,Stayed,4
3863-IUBJR,1,Competitor,Competitor had better devices,78,Churned,1
9531-NSBMR,0,Not Churned,Not Churned,79,Stayed,3
7878-JGDKK,0,Not Churned,Not Churned,45,Stayed,3
2612-RANWT,1,Price,Price too high,96,Churned,2
8444-WRIDW,1,Attitude,Attitude of support person,79,Churned,2
6394-MFYNG,1,Attitude,Attitude of support person,89,Churned,2
5385-SUIRI,1,Competitor,Competitor offered higher download speeds,68,Churned,1
4547-KQRTM,1,Competitor,Competitor offered higher download speeds,76,Churned,1
7993-PYKOF,1,Dissatisfaction,Network reliability,80,Churned,1
4335-BSMJS,0,Not Churned,Not Churned,34,Stayed,3
2373-NTKOD,0,Not Churned,Not Churned,60,Stayed,5
6437-UKHMV,1,Attitude,Attitude of support person,91,Churned,2
2030-BTZRO,0,Not Churned,Not Churned,57,Stayed,5
6278-FEPBZ,0,Not Churned,Not Churned,68,Stayed,4
1480-IVEVR,0,Not Churned,Not Churned,60,Stayed,3
8746-OQQRW,0,Not Churned,Not Churned,43,Stayed,5
4612-THJBS,1,Attitude,Attitude of service provider,93,Churned,3
1410-RSCMR,0,Not Churned,Not Churned,30,Stayed,3
3468-DRVQJ,0,Not Churned,Not Churned,36,Stayed,4
5327-XOKKY,0,Not Churned,Not Churned,29,Stayed,3
4311-QTTAI,0,Not Churned,Not Churned,22,Stayed,5
5130-IEKQT,1,Price,Price too high,91,Churned,2
4588-YBNIB,1,Price,Price too high,91,Churned,2
2732-ISEZX,0,Not Churned,Not Churned,53,Stayed,3
3842-QTGDL,0,Not Churned,Not Churned,55,Stayed,3
6080-LNESI,0,Not Churned,Not Churned,46,Stayed,3
9992-RRAMN,1,Dissatisfaction,Product dissatisfaction,68,Churned,1
9420-LOJKX,1,Competitor,Competitor offered more data,82,Churned,1
7465-ZZRVX,0,Not Churned,Not Churned,32,Joined,5
9172-ANCRX,1,Attitude,Attitude of support person,68,Churned,1
3197-ARFOY,0,Not Churned,Not Churned,59,Stayed,3
1197-BVMVG,0,Not Churned,Not Churned,50,Stayed,3
9026-RNUJS,1,Dissatisfaction,Product dissatisfaction,81,Churned,1
0023-HGHWL,1,Competitor,Competitor made better offer,85,Churned,3
9115-YQHGA,0,Not Churned,Not Churned,67,Stayed,5
3916-NRPAP,0,Not Churned,Not Churned,33,Joined,5
0464-WJTKO,0,Not Churned,Not Churned,30,Stayed,5
9828-AOQLM,1,Competitor,Competitor made better offer,91,Churned,1
6992-TKNYO,0,Not Churned,Not Churned,23,Stayed,4
0722-TROQR,1,Price,Lack of affordable download/upload speed,78,Churned,1
0495-ZBNGW,1,Competitor,Competitor offered more data,90,Churned,2
3639-XJHKQ,0,Not Churned,Not Churned,33,Stayed,3
8225-BTJAU,1,Competitor,Competitor had better devices,87,Churned,1
9250-WYPLL,1,Competitor,Competitor made better offer,79,Churned,2
7268-WNTCP,0,Not Churned,Not Churned,21,Stayed,4
0017-DINOC,0,Not Churned,Not Churned,54,Stayed,4
6402-SSEJG,0,Not Churned,Not Churned,76,Stayed,3
5609-IMCGG,0,Not Churned,Not Churned,35,Stayed,3
8871-JLMHM,0,Not Churned,Not Churned,55,Stayed,4
5334-AFQJB,0,Not Churned,Not Churned,74,Stayed,5
3428-MMGUB,0,Not Churned,Not Churned,74,Stayed,5
3496-LFSZU,0,Not Churned,Not Churned,68,Stayed,5
1475-VWVDO,0,Not Churned,Not Churned,52,Stayed,3
0334-GDDSO,1,Competitor,Competitor made better offer,73,Churned,1
9094-AZPHK,0,Not Churned,Not Churned,65,Stayed,3
2108-XWMPY,1,Other,Moved,70,Churned,1
5075-JSDKI,0,Not Churned,Not Churned,26,Stayed,4
0221-NAUXK,0,Not Churned,Not Churned,48,Stayed,5
0020-INWCK,0,Not Churned,Not Churned,26,Stayed,5
0675-NCDYU,0,Not Churned,Not Churned,74,Stayed,3
1678-FYZOW,1,Competitor,Competitor offered higher download speeds,90,Churned,1
2208-UGTGR,0,Not Churned,Not Churned,58,Stayed,3
3635-QQRQD,0,Not Churned,Not Churned,74,Stayed,4
2951-QOQTK,1,Competitor,Competitor offered higher download speeds,72,Churned,2
1764-VUUMT,0,Not Churned,Not Churned,51,Stayed,4
4988-IQIGL,1,Attitude,Attitude of support person,92,Churned,3
2105-PHWON,0,Not Churned,Not Churned,76,Stayed,3
5275-SQEIZ,1,Competitor,Competitor had better devices,77,Churned,1
4067-HLYQI,0,Not Churned,Not Churned,29,Stayed,4
0363-QJVFX,1,Attitude,Attitude of service provider,69,Churned,1
9249-FXSCK,1,Competitor,Competitor offered more data,90,Churned,1
7622-NXQZR,0,Not Churned,Not Churned,31,Stayed,4
5701-YVSVF,0,Not Churned,Not Churned,21,Stayed,4
7596-ZYWBB,0,Not Churned,Not Churned,75,Stayed,4
1776-SPBWV,0,Not Churned,Not Churned,21,Stayed,5
8882-TLVRW,0,Not Churned,Not Churned,53,Stayed,3
9503-XJUME,0,Not Churned,Not Churned,34,Stayed,4
0459-SPZHJ,0,Not Churned,Not Churned,75,Stayed,4
3276-HDUEG,1,Competitor,Competitor made better offer,78,Churned,2
1492-QGCLU,0,Not Churned,Not Churned,36,Stayed,5
3682-YEUWS,0,Not Churned,Not Churned,54,Stayed,5
2014-MKGMH,0,Not Churned,Not Churned,54,Stayed,4
1658-TJVOA,0,Not Churned,Not Churned,79,Stayed,3
6870-ECSHE,0,Not Churned,Not Churned,39,Joined,4
3452-GWUIN,0,Not Churned,Not Churned,40,Stayed,5
6549-NNDYT,0,Not Churned,Not Churned,38,Stayed,3
0402-CQAJN,1,Dissatisfaction,Lack of self-service on Website,83,Churned,3
3082-WQRVY,0,Not Churned,Not Churned,66,Stayed,5
5095-ETBRJ,0,Not Churned,Not Churned,33,Stayed,4
9278-VZKCD,0,Not Churned,Not Churned,49,Stayed,5
2108-GLPQB,0,Not Churned,Not Churned,49,Stayed,5
4291-YZODP,0,Not Churned,Not Churned,62,Stayed,5
2384-OVPSA,0,Not Churned,Not Churned,71,Stayed,3
4883-QICIH,1,Other,Don't know,96,Churned,2
6350-XFYGW,0,Not Churned,Not Churned,44,Stayed,4
5780-INQIK,0,Not Churned,Not Churned,48,Stayed,4
9057-MSWCO,1,Competitor,Competitor made better offer,91,Churned,1
3500-RMZLT,1,Attitude,Attitude of support person,72,Churned,1
8413-VONUO,1,Dissatisfaction,Limited range of services,82,Churned,3
0384-RVBPI,0,Not Churned,Not Churned,80,Stayed,3
4419-UJMUS,0,Not Churned,Not Churned,73,Stayed,4
6968-URWQU,0,Not Churned,Not Churned,70,Stayed,4
0130-SXOUN,0,Not Churned,Not Churned,49,Stayed,3
6516-NKQBO,0,Not Churned,Not Churned,75,Stayed,4
2108-YKQTY,1,Other,Don't know,90,Churned,3
4730-AWNAU,0,Not Churned,Not Churned,69,Stayed,3
2249-YPRNG,1,Dissatisfaction,Service dissatisfaction,84,Churned,2
3164-YAXFY,0,Not Churned,Not Churned,58,Stayed,4
1708-PBBOA,0,Not Churned,Not Churned,62,Stayed,3
6094-ZIVKX,0,Not Churned,Not Churned,45,Stayed,4
9667-EQRXU,1,Other,Don't know,94,Churned,2
1930-BZLHI,0,Not Churned,Not Churned,40,Stayed,5
3389-YGYAI,1,Price,Price too high,72,Churned,3
4750-UKWJK,0,Not Churned,Not Churned,77,Stayed,4
1907-YLNYW,0,Not Churned,Not Churned,35,Stayed,3
6507-DTJZV,0,Not Churned,Not Churned,43,Stayed,5
5288-AHOUP,0,Not Churned,Not Churned,51,Stayed,3
1925-LFCZZ,0,Not Churned,Not Churned,70,Stayed,4
0440-UEDAI,0,Not Churned,Not Churned,64,Stayed,4
7641-EUYET,1,Dissatisfaction,Product dissatisfaction,72,Churned,1
8894-JVDCV,0,Not Churned,Not Churned,43,Stayed,4
0596-BQCEQ,1,Competitor,Competitor had better devices,93,Churned,1
0122-OAHPZ,1,Competitor,Competitor made better offer,67,Churned,3
8680-CGLTP,0,Not Churned,Not Churned,80,Stayed,3
8050-XGRVL,0,Not Churned,Not Churned,71,Stayed,4
8402-OOOHJ,0,Not Churned,Not Churned,59,Stayed,5
5876-HZVZM,1,Attitude,Attitude of service provider,87,Churned,1
7684-XSZIY,0,Not Churned,Not Churned,43,Stayed,4
4475-NVTLU,0,Not Churned,Not Churned,24,Stayed,3
7319-ZNRTR,0,Not Churned,Not Churned,51,Stayed,4
5248-KWLAR,0,Not Churned,Not Churned,28,Stayed,4
9381-NDKME,1,Dissatisfaction,Limited range of services,85,Churned,1
0967-BMLBD,0,Not Churned,Not Churned,72,Stayed,5
1666-JZPZT,0,Not Churned,Not Churned,51,Stayed,3
5195-KPUNQ,0,Not Churned,Not Churned,58,Stayed,4
3134-DSHVC,0,Not Churned,Not Churned,75,Stayed,4
0365-TRTPY,0,Not Churned,Not Churned,44,Stayed,3
3097-FQTVJ,0,Not Churned,Not Churned,21,Stayed,4
6583-SZVGP,0,Not Churned,Not Churned,76,Stayed,4
8999-YPYBV,0,Not Churned,Not Churned,35,Stayed,3
4992-LTJNE,0,Not Churned,Not Churned,64,Stayed,4
4132-POCZS,0,Not Churned,Not Churned,54,Stayed,3
5982-PSMKW,0,Not Churned,Not Churned,71,Stayed,4
5062-CJJKH,0,Not Churned,Not Churned,25,Stayed,5
6770-UAYGJ,0,Not Churned,Not Churned,35,Stayed,3
7898-PDWQE,0,Not Churned,Not Churned,20,Stayed,3
9661-JALZV,0,Not Churned,Not Churned,54,Stayed,4
5370-IIVVL,0,Not Churned,Not Churned,21,Stayed,3
1137-DGOWI,0,Not Churned,Not Churned,66,Stayed,4
0310-MVLET,1,Dissatisfaction,Service dissatisfaction,77,Churned,3
2103-ZRXFN,0,Not Churned,Not Churned,69,Joined,4
0746-JTRFU,1,Dissatisfaction,Product dissatisfaction,77,Churned,1
3583-KRKMD,0,Not Churned,Not Churned,62,Stayed,4
0052-DCKON,0,Not Churned,Not Churned,42,Stayed,3
2272-UOINI,0,Not Churned,Not Churned,47,Stayed,4
4098-NAUKP,0,Not Churned,Not Churned,72,Stayed,3
9298-WGMRW,0,Not Churned,Not Churned,44,Stayed,3
0680-DFNNY,1,Competitor,Competitor offered more data,90,Churned,2
3799-ISUZQ,1,Dissatisfaction,Poor expertise of online support,90,Churned,2
7129-AZJDE,0,Not Churned,Not Churned,43,Stayed,3
5956-YHHRX,0,Not Churned,Not Churned,22,Stayed,5
3557-HTYWR,0,Not Churned,Not Churned,75,Stayed,4
0112-QAWRZ,0,Not Churned,Not Churned,66,Stayed,3
8144-DGHXP,0,Not Churned,Not Churned,53,Stayed,4
6575-SUVOI,0,Not Churned,Not Churned,25,Stayed,4
3129-AAQOU,0,Not Churned,Not Churned,44,Stayed,3
6961-MJKBO,0,Not Churned,Not Churned,72,Stayed,4
0655-RBDUG,1,Competitor,Competitor had better devices,86,Churned,1
5115-SQAAU,0,Not Churned,Not Churned,60,Stayed,4
7459-IMVYU,0,Not Churned,Not Churned,39,Stayed,3
7249-WBIYX,1,Competitor,Competitor offered more data,70,Churned,2
9648-BCHKM,0,Not Churned,Not Churned,78,Stayed,3
8966-SNIZF,0,Not Churned,Not Churned,57,Stayed,4
0137-OCGAB,1,Price,Lack of affordable download/upload speed,90,Churned,3
6366-ZGQGL,1,Dissatisfaction,Service dissatisfaction,73,Churned,2
3727-RJMEO,1,Competitor,Competitor had better devices,78,Churned,1
1135-HIORI,0,Not Churned,Not Churned,74,Stayed,5
8069-RHUXK,0,Not Churned,Not Churned,25,Stayed,3
7823-JSOAG,0,Not Churned,Not Churned,36,Joined,3
2876-VBBBL,1,Attitude,Attitude of support person,85,Churned,2
5673-FSSMF,1,Attitude,Attitude of support person,91,Churned,3
0774-IFUVM,0,Not Churned,Not Churned,42,Stayed,3
8865-TNMNX,0,Not Churned,Not Churned,22,Stayed,3
3005-NFMTA,1,Price,Price too high,69,Churned,2
6326-MTTXK,1,Attitude,Attitude of service provider,90,Churned,2
1577-HKTFG,1,Attitude,Attitude of support person,79,Churned,1
7145-FEJWU,0,Not Churned,Not Churned,72,Stayed,3
7471-MQPOS,0,Not Churned,Not Churned,54,Stayed,4
2402-TAIRZ,0,Not Churned,Not Churned,55,Stayed,5
0239-OXEXL,0,Not Churned,Not Churned,49,Stayed,4
6519-ZHPXP,0,Not Churned,Not Churned,33,Stayed,4
2408-PSJVE,0,Not Churned,Not Churned,63,Stayed,4
8778-LMWTJ,0,Not Churned,Not Churned,66,Stayed,3
1644-IRKSF,1,Attitude,Attitude of support person,76,Churned,3
8785-CJSHH,0,Not Churned,Not Churned,38,Stayed,4
2018-PZKMU,0,Not Churned,Not Churned,61,Stayed,4
3521-HTQTV,0,Not Churned,Not Churned,46,Stayed,3
6479-VDGRK,0,Not Churned,Not Churned,28,Stayed,3
4377-VDHYI,0,Not Churned,Not Churned,80,Stayed,3
5843-TTHGI,0,Not Churned,Not Churned,49,Stayed,5
5135-RDDQL,0,Not Churned,Not Churned,36,Stayed,3
7710-JSYOA,0,Not Churned,Not Churned,45,Stayed,5
8313-NDOIA,0,Not Churned,Not Churned,61,Stayed,5
5959-BELXA,1,Price,Price too high,79,Churned,2
8380-PEFPE,1,Competitor,Competitor had better devices,93,Churned,1
1029-QFBEN,1,Competitor,Competitor made better offer,95,Churned,2
3808-HFKDE,0,Not Churned,Not Churned,59,Stayed,4
0270-THENM,0,Not Churned,Not Churned,77,Stayed,3
7025-IWFHT,0,Not Churned,Not Churned,66,Stayed,3
7608-RGIRO,0,Not Churned,Not Churned,66,Stayed,3
7244-QWYHG,0,Not Churned,Not Churned,54,Stayed,4
6131-FOYAS,0,Not Churned,Not Churned,27,Stayed,3
7140-ADSMJ,0,Not Churned,Not Churned,24,Stayed,3
4896-CPRPF,0,Not Churned,Not Churned,36,Stayed,4
6674-KVJHG,0,Not Churned,Not Churned,55,Stayed,4
6161-UUUTA,1,Price,Price too high,90,Churned,2
2324-AALNO,0,Not Churned,Not Churned,41,Stayed,5
2479-BRAMR,1,Competitor,Competitor offered more data,71,Churned,1
0074-HDKDG,0,Not Churned,Not Churned,66,Stayed,3
2267-WTPYD,0,Not Churned,Not Churned,49,Stayed,5
4111-BNXIF,0,Not Churned,Not Churned,56,Stayed,4
6469-MRVET,0,Not Churned,Not Churned,21,Joined,5
7572-KPVKK,0,Not Churned,Not Churned,33,Stayed,4
8597-CWYHH,0,Not Churned,Not Churned,53,Stayed,3
8019-ENHXU,1,Dissatisfaction,Network reliability,96,Churned,2
4315-MURBD,1,Price,Price too high,71,Churned,1
1320-GVNHT,0,Not Churned,Not Churned,20,Stayed,4
0887-HJGAR,1,Competitor,Competitor offered higher download speeds,95,Churned,3
6447-EGDIV,0,Not Churned,Not Churned,69,Stayed,4
1179-INLAT,0,Not Churned,Not Churned,32,Joined,4
6749-UTDVX,0,Not Churned,Not Churned,63,Stayed,5
2657-VPXTA,0,Not Churned,Not Churned,54,Stayed,4
1775-KWJKQ,0,Not Churned,Not Churned,50,Stayed,4
8942-DBMHZ,0,Not Churned,Not Churned,80,Stayed,5
6572-ADKRS,0,Not Churned,Not Churned,41,Stayed,3
3352-RICWQ,0,Not Churned,Not Churned,24,Stayed,4
1907-UBQFC,1,Competitor,Competitor had better devices,91,Churned,1
5129-HHMZC,0,Not Churned,Not Churned,53,Stayed,4
4003-OCTMP,0,Not Churned,Not Churned,24,Stayed,4
8404-VIOMB,0,Not Churned,Not Churned,57,Stayed,4
3677-TNKIO,1,Other,Don't know,95,Churned,1
1986-PHGZF,0,Not Churned,Not Churned,54,Stayed,4
4194-WHFCB,0,Not Churned,Not Churned,52,Stayed,3
7526-BEZQB,1,Attitude,Attitude of support person,89,Churned,1
6993-YGFJV,0,Not Churned,Not Churned,52,Stayed,4
9866-OCCKE,0,Not Churned,Not Churned,34,Stayed,4
5056-FIMPT,0,Not Churned,Not Churned,76,Stayed,4
2799-TSLAG,0,Not Churned,Not Churned,51,Stayed,4
8645-KWHJO,0,Not Churned,Not Churned,23,Stayed,3
7351-KYHQH,0,Not Churned,Not Churned,37,Stayed,4
5076-YVXCM,0,Not Churned,Not Churned,65,Stayed,5
4933-IKULF,0,Not Churned,Not Churned,40,Stayed,4
9453-PATOS,0,Not Churned,Not Churned,39,Stayed,4
7606-BPHHN,0,Not Churned,Not Churned,9,Stayed,3
4236-UJPWO,0,Not Churned,Not Churned,54,Joined,4
9912-OMZDS,0,Not Churned,Not Churned,51,Stayed,5
8777-PVYGU,0,Not Churned,Not Churned,73,Stayed,4
2636-ALXXZ,1,Dissatisfaction,Poor expertise of online support,74,Churned,2
9190-MFJLN,1,Competitor,Competitor had better devices,68,Churned,1
8095-WANWK,0,Not Churned,Not Churned,38,Stayed,5
5343-SGUBI,0,Not Churned,Not Churned,51,Stayed,4
3296-SILRA,1,Attitude,Attitude of support person,89,Churned,2
7670-ZBPOQ,0,Not Churned,Not Churned,46,Stayed,4
4973-MGTON,0,Not Churned,Not Churned,21,Stayed,5
1852-QSWCD,0,Not Churned,Not Churned,55,Stayed,3
5889-LFOLL,1,Competitor,Competitor offered more data,77,Churned,1
6345-HOVES,0,Not Churned,Not Churned,29,Stayed,4
3278-FSIXX,0,Not Churned,Not Churned,27,Joined,3
0916-KNFAJ,0,Not Churned,Not Churned,76,Stayed,4
7208-PSIHR,0,Not Churned,Not Churned,70,Stayed,4
3926-CUQZX,1,Other,Don't know,77,Churned,3
3016-KSVCP,0,Not Churned,Not Churned,62,Stayed,3
7748-UMTRK,0,Not Churned,Not Churned,34,Stayed,4
6789-HJBWG,0,Not Churned,Not Churned,70,Stayed,3
2252-ISRNH,0,Not Churned,Not Churned,27,Stayed,3
2929-QNSRW,1,Competitor,Competitor made better offer,90,Churned,1
3096-WPXBT,0,Not Churned,Not Churned,57,Stayed,3
2501-XWWTZ,0,Not Churned,Not Churned,34,Stayed,5
1154-HYWWO,0,Not Churned,Not Churned,67,Stayed,3
8714-CTZJW,0,Not Churned,Not Churned,80,Stayed,3
4187-CINZD,1,Competitor,Competitor had better devices,90,Churned,2
6292-TOSSS,0,Not Churned,Not Churned,68,Stayed,4
9940-HPQPG,1,Price,Extra data charges,91,Churned,1
7503-ZGUZJ,1,Dissatisfaction,Lack of self-service on Website,79,Churned,1
5708-EVONK,1,Other,Don't know,73,Churned,1
6518-PPLMZ,0,Not Churned,Not Churned,73,Stayed,3
4817-QRJSX,1,Attitude,Attitude of support person,95,Churned,2
2853-CWQFQ,0,Not Churned,Not Churned,47,Joined,3
3716-BDVDB,1,Competitor,Competitor made better offer,82,Churned,1
9477-LGWQI,0,Not Churned,Not Churned,70,Stayed,3
7294-TMAOP,1,Competitor,Competitor made better offer,72,Churned,2
8148-BPLZQ,0,Not Churned,Not Churned,47,Stayed,4
2043-WVTQJ,0,Not Churned,Not Churned,36,Joined,4
9488-FVZCC,0,Not Churned,Not Churned,78,Stayed,3
7691-XVTZH,0,Not Churned,Not Churned,64,Stayed,4
5934-RMPOV,0,Not Churned,Not Churned,79,Stayed,3
8229-MYEJZ,0,Not Churned,Not Churned,47,Stayed,4
5626-MGTUK,0,Not Churned,Not Churned,70,Stayed,3
9564-KCLHR,1,Competitor,Competitor made better offer,94,Churned,1
5134-IKDAY,1,Dissatisfaction,Service dissatisfaction,96,Churned,3
7032-LMBHI,0,Not Churned,Not Churned,45,Stayed,3
5569-IDSEY,0,Not Churned,Not Churned,20,Stayed,4
2632-IVXVF,0,Not Churned,Not Churned,77,Stayed,4
3750-RNQKR,0,Not Churned,Not Churned,33,Stayed,4
0318-QUUOB,1,Competitor,Competitor had better devices,91,Churned,1
7515-LODFU,0,Not Churned,Not Churned,21,Stayed,3
9153-BTBVV,0,Not Churned,Not Churned,79,Stayed,4
9762-YAQAA,0,Not Churned,Not Churned,22,Stayed,4
8165-ZJRNM,0,Not Churned,Not Churned,67,Stayed,5
1428-GTBJJ,1,Price,Long distance charges,81,Churned,2
2072-ZVJJX,0,Not Churned,Not Churned,70,Stayed,3
6670-MFRPK,0,Not Churned,Not Churned,63,Stayed,4
0804-YGEQV,0,Not Churned,Not Churned,77,Stayed,4
4566-GOLUK,1,Attitude,Attitude of support person,91,Churned,2
9386-LDCZR,0,Not Churned,Not Churned,27,Stayed,3
2817-LVCPP,0,Not Churned,Not Churned,41,Stayed,5
3007-FDPEA,0,Not Churned,Not Churned,46,Joined,4
8808-ELEHO,1,Price,Price too high,72,Churned,1
8152-UOBNY,0,Not Churned,Not Churned,59,Stayed,3
6746-WAUWT,0,Not Churned,Not Churned,41,Stayed,4
0188-GWFLE,0,Not Churned,Not Churned,59,Joined,3
2155-AMQRX,0,Not Churned,Not Churned,26,Stayed,3
4043-MKDTV,0,Not Churned,Not Churned,31,Stayed,5
3269-ATYWD,1,Other,Don't know,65,Churned,1
8314-HTWVE,0,Not Churned,Not Churned,60,Stayed,3
4503-BDXBD,1,Attitude,Attitude of support person,76,Churned,1
0515-YPMCW,1,Competitor,Competitor had better devices,90,Churned,1
3422-GALYP,0,Not Churned,Not Churned,65,Joined,4
3090-HAWSU,1,Competitor,Competitor offered more data,87,Churned,1
6993-YCOBK,0,Not Churned,Not Churned,22,Stayed,3
4716-MRVEN,0,Not Churned,Not Churned,65,Stayed,5
3623-FQBOX,0,Not Churned,Not Churned,36,Stayed,5
5716-LIBJC,0,Not Churned,Not Churned,33,Stayed,3
8204-TIFGJ,0,Not Churned,Not Churned,43,Stayed,3
7061-OVMIM,0,Not Churned,Not Churned,50,Stayed,3
3948-KXDUF,0,Not Churned,Not Churned,60,Stayed,4
4445-ZJNMU,0,Not Churned,Not Churned,69,Stayed,3
7590-VHVEG,0,Not Churned,Not Churned,27,Joined,3
8245-UMPYT,1,Dissatisfaction,Poor expertise of phone support,80,Churned,3
0795-XCCTE,0,Not Churned,Not Churned,51,Stayed,3
8124-NZVGJ,0,Not Churned,Not Churned,52,Stayed,3
3113-IWHLC,0,Not Churned,Not Churned,69,Stayed,3
4957-TIALW,0,Not Churned,Not Churned,28,Stayed,3
4188-PCPIG,0,Not Churned,Not Churned,32,Stayed,3
9584-EXCDZ,0,Not Churned,Not Churned,53,Stayed,3
1989-PRJHP,1,Competitor,Competitor had better devices,65,Churned,1
2903-YYTBW,0,Not Churned,Not Churned,48,Joined,4
1915-IOFGU,1,Competitor,Competitor offered higher download speeds,90,Churned,2
9853-JFZDU,0,Not Churned,Not Churned,46,Stayed,4
2153-MREFK,1,Attitude,Attitude of support person,79,Churned,1
8260-NGFNY,1,Other,Don't know,82,Churned,2
4080-OGPJL,1,Other,Don't know,66,Churned,1
4636-QRJKY,1,Price,Price too high,91,Churned,3
1755-FZQEC,0,Not Churned,Not Churned,69,Stayed,4
4918-FYJNT,0,Not Churned,Not Churned,42,Stayed,4
4742-DRORA,0,Not Churned,Not Churned,46,Stayed,4
3814-MLAXC,1,Dissatisfaction,Lack of self-service on Website,67,Churned,1
6319-IEJWJ,1,Other,Moved,85,Churned,1
4597-NUCQV,1,Attitude,Attitude of support person,87,Churned,3
5445-GLVOT,0,Not Churned,Not Churned,29,Stayed,3
1703-MGIAB,0,Not Churned,Not Churned,22,Stayed,5
4633-MKHYU,0,Not Churned,Not Churned,32,Stayed,5
1597-LHYNC,1,Price,Price too high,90,Churned,1
0816-TSPHQ,0,Not Churned,Not Churned,79,Joined,3
4195-PNGZS,0,Not Churned,Not Churned,39,Stayed,5
2192-OZITF,0,Not Churned,Not Churned,56,Stayed,3
1591-XWLGB,0,Not Churned,Not Churned,56,Stayed,4
9481-WHGWY,0,Not Churned,Not Churned,64,Stayed,3
4274-DRSQT,0,Not Churned,Not Churned,27,Stayed,5
3002-WQZWT,0,Not Churned,Not Churned,55,Stayed,5
9534-NSXEM,0,Not Churned,Not Churned,79,Stayed,3
6619-RPLQZ,0,Not Churned,Not Churned,32,Stayed,4
3154-CFSZG,0,Not Churned,Not Churned,78,Stayed,4
2190-PHBHR,0,Not Churned,Not Churned,43,Stayed,4
4951-UKAAQ,1,Dissatisfaction,Network reliability,72,Churned,1
9046-JBFWA,0,Not Churned,Not Churned,51,Stayed,3
0722-SVSFK,0,Not Churned,Not Churned,56,Stayed,3
9040-KZVWO,0,Not Churned,Not Churned,43,Stayed,4
7203-OYKCT,0,Not Churned,Not Churned,20,Stayed,5
3442-ZHHCC,0,Not Churned,Not Churned,53,Stayed,4
2575-GFSOE,1,Attitude,Attitude of service provider,65,Churned,2
0123-CRBRT,0,Not Churned,Not Churned,40,Stayed,4
4504-YOULA,0,Not Churned,Not Churned,49,Stayed,3
2003-CKLOR,1,Other,Moved,73,Churned,2
0973-KYVNF,0,Not Churned,Not Churned,75,Stayed,3
6625-FLENO,0,Not Churned,Not Churned,20,Stayed,5
3156-QLHBO,0,Not Churned,Not Churned,45,Joined,3
7375-WMVMT,0,Not Churned,Not Churned,80,Stayed,4
6941-KXRRV,0,Not Churned,Not Churned,49,Stayed,3
5120-ZBLAI,0,Not Churned,Not Churned,75,Stayed,5
7994-UYIVZ,0,Not Churned,Not Churned,72,Stayed,4
6035-RIIOM,0,Not Churned,Not Churned,55,Stayed,5
3070-BDOQC,0,Not Churned,Not Churned,41,Stayed,4
5995-LFTLE,0,Not Churned,Not Churned,30,Stayed,5
5663-QBGIS,0,Not Churned,Not Churned,73,Stayed,3
9863-JZAIC,1,Other,Don't know,91,Churned,1
7246-ZGQDF,0,Not Churned,Not Churned,54,Joined,3
8819-ZBYNA,0,Not Churned,Not Churned,57,Stayed,3
6100-QQHEB,1,Other,Moved,91,Churned,3
6754-WKSHP,0,Not Churned,Not Churned,47,Stayed,3
9189-JWSHV,1,Price,Price too high,91,Churned,2
1427-VERSM,0,Not Churned,Not Churned,44,Stayed,4
4115-BNPJY,0,Not Churned,Not Churned,44,Stayed,5
1302-TPUBN,0,Not Churned,Not Churned,23,Stayed,3
2858-EIMXH,0,Not Churned,Not Churned,65,Stayed,3
8623-ULFNQ,0,Not Churned,Not Churned,43,Stayed,5
8496-DMZUK,0,Not Churned,Not Churned,78,Stayed,4
3642-GKTCT,0,Not Churned,Not Churned,53,Stayed,4
6380-ARCEH,0,Not Churned,Not Churned,77,Joined,3
1794-HBQTJ,1,Dissatisfaction,Poor expertise of phone support,83,Churned,1
9626-WEQRM,0,Not Churned,Not Churned,78,Stayed,4
5406-KGRMX,0,Not Churned,Not Churned,74,Stayed,5
