Customer ID,Referred a Friend,Number of Referrals,Offer,Contract,Tenure in Months,Quarter
6516-NKQBO,1,1,No offer,Two Year,38,Q3
2108-YKQTY,0,0,No offer,Month-to-Month,4,Q3
4730-AWNAU,1,7,No offer,One Year,36,Q3
2249-YPRNG,1,3,No offer,Month-to-Month,20,Q3
3164-YAXFY,0,0,Offer B,Month-to-Month,57,Q3
1708-PBBOA,0,0,No offer,One Year,42,Q3
6094-ZIVKX,0,0,Offer A,One Year,68,Q3
9667-EQRXU,0,0,No offer,Month-to-Month,30,Q3
1930-BZLHI,0,0,No offer,One Year,21,Q3
3389-YGYAI,0,0,No offer,Month-to-Month,8,Q3
4750-UKWJK,1,1,No offer,One Year,37,Q3
1907-YLNYW,0,0,No offer,Month-to-Month,8,Q3
6507-DTJZV,0,0,Offer D,Month-to-Month,13,Q3
5288-AHOUP,0,0,No offer,Two Year,11,Q3
1925-LFCZZ,0,0,No offer,One Year,55,Q3
0440-UEDAI,0,0,No offer,One Year,53,Q3
7641-EUYET,1,3,No offer,Month-to-Month,46,Q3
8894-JVDCV,0,0,Offer B,One Year,62,Q3
0596-BQCEQ,1,1,No offer,Month-to-Month,62,Q3
0122-OAHPZ,0,0,No offer,Month-to-Month,7,Q3
8680-CGLTP,0,0,Offer C,One Year,29,Q3
8050-XGRVL,1,5,Offer B,One Year,62,Q3
8402-OOOHJ,0,0,No offer,Two Year,41,Q3
5876-HZVZM,1,1,Offer E,Month-to-Month,6,Q3
7684-XSZIY,1,3,Offer A,Two Year,72,Q3
4475-NVTLU,1,6,Offer B,Two Year,45,Q3
7319-ZNRTR,1,1,No offer,One Year,25,Q3
5248-KWLAR,1,1,Offer A,Two Year,71,Q3
9381-NDKME,1,1,Offer C,Month-to-Month,24,Q3
0967-BMLBD,1,8,Offer D,One Year,11,Q3
1666-JZPZT,0,0,No offer,Month-to-Month,27,Q3
5195-KPUNQ,0,0,Offer B,One Year,53,Q3
3134-DSHVC,0,0,No offer,Two Year,63,Q3
0365-TRTPY,0,0,No offer,Month-to-Month,37,Q3
3097-FQTVJ,0,0,Offer B,Two Year,41,Q3
6583-SZVGP,0,0,No offer,Two Year,48,Q3
8999-YPYBV,1,3,Offer B,Two Year,45,Q3
4992-LTJNE,1,5,Offer A,Two Year,72,Q3
4132-POCZS,1,1,No offer,Month-to-Month,52,Q3
5982-PSMKW,1,1,Offer D,Two Year,23,Q3
5062-CJJKH,1,1,No offer,One Year,25,Q3
6770-UAYGJ,1,8,No offer,Two Year,49,Q3
7898-PDWQE,1,2,Offer A,Two Year,71,Q3
9661-JALZV,0,0,Offer B,Two Year,58,Q3
5370-IIVVL,0,0,Offer C,One Year,37,Q3
1137-DGOWI,1,7,No offer,One Year,30,Q3
0310-MVLET,1,1,No offer,Month-to-Month,61,Q3
2103-ZRXFN,0,0,No offer,Month-to-Month,1,Q3
0746-JTRFU,0,0,Offer E,Month-to-Month,2,Q3
3583-KRKMD,0,0,No offer,Month-to-Month,18,Q3
0052-DCKON,1,9,No offer,One Year,66,Q3
2272-UOINI,0,0,Offer E,Month-to-Month,7,Q3
4098-NAUKP,1,1,Offer A,Two Year,68,Q3
9298-WGMRW,1,4,Offer A,Two Year,72,Q3
0680-DFNNY,1,1,No offer,Month-to-Month,15,Q3
3799-ISUZQ,1,9,No offer,Month-to-Month,7,Q3
7129-AZJDE,1,1,Offer C,One Year,34,Q3
5956-YHHRX,0,0,Offer D,Two Year,21,Q3
3557-HTYWR,0,0,No offer,Two Year,47,Q3
0112-QAWRZ,1,8,Offer D,Month-to-Month,16,Q3
8144-DGHXP,0,0,No offer,Two Year,54,Q3
6575-SUVOI,1,9,No offer,One Year,25,Q3
3129-AAQOU,1,4,Offer D,Two Year,19,Q3
6961-MJKBO,0,0,No offer,Two Year,47,Q3
0655-RBDUG,0,0,Offer E,Month-to-Month,7,Q3
5115-SQAAU,1,5,No offer,Two Year,69,Q3
7459-IMVYU,0,0,No offer,Month-to-Month,38,Q3
7249-WBIYX,1,1,No offer,Month-to-Month,10,Q3
9648-BCHKM,1,9,No offer,Two Year,18,Q3
8966-SNIZF,1,9,No offer,Two Year,70,Q3
0137-OCGAB,0,0,Offer E,Month-to-Month,1,Q3
6366-ZGQGL,0,0,Offer E,Month-to-Month,1,Q3
3727-RJMEO,1,3,No offer,Month-to-Month,6,Q3
1135-HIORI,1,3,Offer B,One Year,64,Q3
8069-RHUXK,1,5,No offer,Two Year,67,Q3
7823-JSOAG,0,0,No offer,Month-to-Month,3,Q3
2876-VBBBL,0,0,Offer E,Month-to-Month,1,Q3
5673-FSSMF,0,0,Offer E,Month-to-Month,1,Q3
0774-IFUVM,1,7,No offer,Month-to-Month,11,Q3
8865-TNMNX,1,6,Offer D,One Year,10,Q3
3005-NFMTA,0,0,Offer B,Month-to-Month,55,Q3
6326-MTTXK,0,0,Offer E,Month-to-Month,8,Q3
1577-HKTFG,1,1,No offer,Month-to-Month,30,Q3
7145-FEJWU,0,0,No offer,Month-to-Month,12,Q3
7471-MQPOS,1,1,No offer,One Year,71,Q3
2402-TAIRZ,0,0,No offer,One Year,37,Q3
0239-OXEXL,0,0,No offer,Month-to-Month,46,Q3
6519-ZHPXP,1,1,No offer,Two Year,72,Q3
2408-PSJVE,1,1,No offer,Month-to-Month,44,Q3
8778-LMWTJ,0,0,No offer,Month-to-Month,9,Q3
1644-IRKSF,1,5,No offer,One Year,33,Q3
8785-CJSHH,1,9,No offer,Month-to-Month,60,Q3
2018-PZKMU,1,10,Offer E,Month-to-Month,9,Q3
3521-HTQTV,0,0,No offer,Two Year,34,Q3
6479-VDGRK,0,0,No offer,Two Year,72,Q3
4377-VDHYI,1,6,No offer,One Year,32,Q3
5843-TTHGI,0,0,No offer,Month-to-Month,18,Q3
5135-RDDQL,1,6,Offer B,Two Year,63,Q3
7710-JSYOA,0,0,Offer A,Two Year,69,Q3
8313-NDOIA,0,0,No offer,Month-to-Month,24,Q3
5959-BELXA,0,0,Offer C,Month-to-Month,32,Q3
8380-PEFPE,0,0,No offer,Month-to-Month,1,Q3
1029-QFBEN,0,0,No offer,Month-to-Month,1,Q3
3808-HFKDE,0,0,Offer D,Month-to-Month,20,Q3
0270-THENM,1,1,No offer,Two Year,72,Q3
7025-IWFHT,0,0,Offer B,One Year,41,Q3
7608-RGIRO,0,0,Offer B,Two Year,62,Q3
7244-QWYHG,1,3,Offer B,One Year,50,Q3
6131-FOYAS,0,0,No offer,Month-to-Month,35,Q3
7140-ADSMJ,0,0,Offer E,Month-to-Month,8,Q3
4896-CPRPF,1,1,No offer,Two Year,35,Q3
6674-KVJHG,0,0,No offer,One Year,11,Q3
6161-UUUTA,0,0,No offer,Month-to-Month,3,Q3
2324-AALNO,0,0,Offer B,One Year,48,Q3
2479-BRAMR,1,1,Offer B,Month-to-Month,41,Q3
0074-HDKDG,1,5,No offer,One Year,25,Q3
2267-WTPYD,1,1,No offer,Month-to-Month,57,Q3
4111-BNXIF,1,1,No offer,Two Year,67,Q3
6469-MRVET,1,8,No offer,One Year,1,Q3
7572-KPVKK,0,0,Offer B,Two Year,62,Q3
8597-CWYHH,0,0,No offer,One Year,43,Q3
8019-ENHXU,1,1,Offer B,Month-to-Month,42,Q3
4315-MURBD,0,0,No offer,Month-to-Month,12,Q3
1320-GVNHT,1,4,No offer,Two Year,72,Q3
0887-HJGAR,0,0,Offer E,Month-to-Month,1,Q3
6447-EGDIV,0,0,No offer,One Year,31,Q3
1179-INLAT,0,0,No offer,One Year,3,Q3
6749-UTDVX,0,0,Offer A,Two Year,72,Q3
2657-VPXTA,1,8,No offer,Month-to-Month,10,Q3
1775-KWJKQ,1,5,No offer,Two Year,72,Q3
8942-DBMHZ,0,0,No offer,Month-to-Month,12,Q3
6572-ADKRS,0,0,Offer B,Month-to-Month,46,Q3
3352-RICWQ,1,6,Offer E,Two Year,9,Q3
1907-UBQFC,0,0,No offer,Month-to-Month,10,Q3
5129-HHMZC,1,6,No offer,Two Year,43,Q3
4003-OCTMP,1,9,No offer,One Year,31,Q3
8404-VIOMB,0,0,No offer,Two Year,66,Q3
3677-TNKIO,0,0,No offer,Month-to-Month,14,Q3
1986-PHGZF,0,0,Offer D,Two Year,18,Q3
4194-WHFCB,1,2,No offer,Month-to-Month,59,Q3
7526-BEZQB,0,0,Offer D,Month-to-Month,12,Q3
6993-YGFJV,1,9,Offer A,Two Year,69,Q3
9866-OCCKE,1,1,Offer A,Two Year,72,Q3
5056-FIMPT,0,0,No offer,One Year,43,Q3
2799-TSLAG,1,9,No offer,Two Year,65,Q3
8645-KWHJO,0,0,Offer D,Month-to-Month,14,Q3
7351-KYHQH,0,0,No offer,Two Year,7,Q3
5076-YVXCM,0,0,Offer B,Month-to-Month,51,Q3
4933-IKULF,0,0,Offer D,One Year,17,Q3
9453-PATOS,1,7,Offer A,Two Year,72,Q3
7606-BPHHN,0,0,Offer A,Two Year,72,Q3
4236-UJPWO,0,0,Offer E,Month-to-Month,2,Q3
9912-OMZDS,1,1,Offer B,One Year,59,Q3
8777-PVYGU,0,0,Offer B,One Year,52,Q3
2636-ALXXZ,0,0,Offer E,Month-to-Month,1,Q3
9190-MFJLN,0,0,Offer D,Month-to-Month,19,Q3
8095-WANWK,0,0,Offer D,Month-to-Month,10,Q3
5343-SGUBI,0,0,Offer B,One Year,52,Q3
3296-SILRA,1,6,No offer,Month-to-Month,1,Q3
7670-ZBPOQ,1,1,Offer B,One Year,58,Q3
4973-MGTON,0,0,No offer,Two Year,71,Q3
1852-QSWCD,1,1,No offer,Two Year,64,Q3
5889-LFOLL,0,0,Offer D,Month-to-Month,13,Q3
6345-HOVES,0,0,No offer,Month-to-Month,34,Q3
3278-FSIXX,0,0,Offer E,Month-to-Month,2,Q3
0916-KNFAJ,1,1,Offer B,Two Year,61,Q3
7208-PSIHR,1,9,No offer,Two Year,70,Q3
3926-CUQZX,0,0,Offer E,Month-to-Month,1,Q3
3016-KSVCP,1,4,Offer C,Month-to-Month,29,Q3
7748-UMTRK,0,0,No offer,Two Year,30,Q3
6789-HJBWG,0,0,Offer D,Month-to-Month,12,Q3
2252-ISRNH,1,9,Offer E,One Year,9,Q3
2929-QNSRW,1,1,No offer,One Year,56,Q3
3096-WPXBT,1,5,Offer B,One Year,61,Q3
2501-XWWTZ,0,0,No offer,Month-to-Month,11,Q3
1154-HYWWO,0,0,Offer C,One Year,38,Q3
8714-CTZJW,0,0,Offer E,Month-to-Month,4,Q3
4187-CINZD,0,0,No offer,One Year,46,Q3
6292-TOSSS,0,0,Offer B,Two Year,50,Q3
9940-HPQPG,1,1,Offer E,Month-to-Month,9,Q3
7503-ZGUZJ,0,0,No offer,Month-to-Month,1,Q3
5708-EVONK,1,1,No offer,Month-to-Month,58,Q3
6518-PPLMZ,1,8,No offer,Two Year,53,Q3
4817-QRJSX,0,0,Offer D,Month-to-Month,10,Q3
2853-CWQFQ,0,0,No offer,Month-to-Month,1,Q3
3716-BDVDB,0,0,Offer E,Month-to-Month,1,Q3
9477-LGWQI,1,10,Offer A,Two Year,70,Q3
7294-TMAOP,0,0,Offer E,Month-to-Month,1,Q3
8148-BPLZQ,0,0,No offer,Month-to-Month,34,Q3
2043-WVTQJ,1,10,No offer,Month-to-Month,1,Q3
9488-FVZCC,1,5,Offer A,Two Year,72,Q3
7691-XVTZH,1,5,Offer A,Two Year,68,Q3
5934-RMPOV,0,0,Offer D,Month-to-Month,22,Q3
8229-MYEJZ,0,0,Offer D,Month-to-Month,10,Q3
5626-MGTUK,0,0,No offer,Month-to-Month,20,Q3
9564-KCLHR,0,0,No offer,Month-to-Month,1,Q3
5134-IKDAY,1,1,No offer,Month-to-Month,1,Q3
7032-LMBHI,0,0,No offer,One Year,37,Q3
5569-IDSEY,1,8,Offer A,One Year,71,Q3
2632-IVXVF,1,3,No offer,Two Year,68,Q3
3750-RNQKR,0,0,No offer,Month-to-Month,12,Q3
0318-QUUOB,1,1,No offer,Month-to-Month,1,Q3
7515-LODFU,0,0,No offer,Two Year,69,Q3
9153-BTBVV,1,1,Offer A,Two Year,71,Q3
9762-YAQAA,0,0,Offer C,One Year,39,Q3
8165-ZJRNM,1,7,Offer A,Two Year,72,Q3
1428-GTBJJ,0,0,No offer,Month-to-Month,11,Q3
2072-ZVJJX,1,5,Offer A,Two Year,68,Q3
6670-MFRPK,1,5,Offer A,Two Year,69,Q3
0804-YGEQV,1,9,Offer B,One Year,43,Q3
4566-GOLUK,1,1,No offer,Month-to-Month,47,Q3
9386-LDCZR,0,0,Offer B,One Year,43,Q3
2817-LVCPP,0,0,No offer,Two Year,50,Q3
3007-FDPEA,0,0,No offer,Month-to-Month,2,Q3
8808-ELEHO,0,0,No offer,Month-to-Month,8,Q3
8152-UOBNY,0,0,Offer B,One Year,50,Q3
6746-WAUWT,0,0,No offer,One Year,19,Q3
0188-GWFLE,0,0,No offer,Month-to-Month,2,Q3
2155-AMQRX,0,0,No offer,Month-to-Month,28,Q3
4043-MKDTV,1,10,Offer A,Two Year,71,Q3
3269-ATYWD,0,0,Offer C,Month-to-Month,39,Q3
8314-HTWVE,1,2,Offer E,Two Year,7,Q3
4503-BDXBD,0,0,No offer,Month-to-Month,11,Q3
0515-YPMCW,0,0,No offer,Month-to-Month,1,Q3
3422-GALYP,0,0,Offer E,Month-to-Month,2,Q3
3090-HAWSU,0,0,No offer,Two Year,61,Q3
6993-YCOBK,1,1,No offer,Two Year,60,Q3
4716-MRVEN,0,0,Offer C,One Year,29,Q3
3623-FQBOX,0,0,Offer D,Month-to-Month,21,Q3
5716-LIBJC,0,0,Offer D,One Year,13,Q3
8204-TIFGJ,0,0,No offer,Month-to-Month,23,Q3
7061-OVMIM,1,1,No offer,One Year,30,Q3
3948-KXDUF,0,0,No offer,Two Year,66,Q3
4445-ZJNMU,0,0,Offer E,Month-to-Month,9,Q3
7590-VHVEG,0,0,Offer E,Month-to-Month,1,Q3
8245-UMPYT,0,0,No offer,Month-to-Month,16,Q3
0795-XCCTE,0,0,Offer A,Two Year,72,Q3
8124-NZVGJ,0,0,No offer,One Year,6,Q3
3113-IWHLC,0,0,No offer,Month-to-Month,5,Q3
4957-TIALW,0,0,Offer D,One Year,15,Q3
4188-PCPIG,1,1,Offer B,Two Year,57,Q3
9584-EXCDZ,0,0,Offer D,Month-to-Month,17,Q3
1989-PRJHP,1,1,No offer,Month-to-Month,27,Q3
2903-YYTBW,1,1,No offer,Month-to-Month,1,Q3
1915-IOFGU,0,0,No offer,Month-to-Month,1,Q3
9853-JFZDU,1,7,No offer,Month-to-Month,35,Q3
2153-MREFK,1,1,No offer,One Year,37,Q3
8260-NGFNY,0,0,No offer,Month-to-Month,1,Q3
4080-OGPJL,0,0,Offer E,Month-to-Month,8,Q3
4636-QRJKY,1,1,No offer,Month-to-Month,6,Q3
1755-FZQEC,0,0,Offer C,One Year,39,Q3
4918-FYJNT,1,4,No offer,Two Year,55,Q3
4742-DRORA,1,5,Offer B,One Year,60,Q3
3814-MLAXC,0,0,No offer,Month-to-Month,31,Q3
6319-IEJWJ,1,1,No offer,Month-to-Month,20,Q3
4597-NUCQV,0,0,No offer,Month-to-Month,24,Q3
5445-GLVOT,0,0,Offer D,Month-to-Month,22,Q3
1703-MGIAB,0,0,No offer,Month-to-Month,17,Q3
4633-MKHYU,0,0,Offer E,Month-to-Month,9,Q3
1597-LHYNC,0,0,No offer,Month-to-Month,26,Q3
0816-TSPHQ,0,0,No offer,Month-to-Month,2,Q3
4195-PNGZS,1,1,No offer,Two Year,69,Q3
2192-OZITF,0,0,Offer B,Two Year,45,Q3
1591-XWLGB,1,10,No offer,Two Year,71,Q3
9481-WHGWY,1,9,Offer A,Two Year,70,Q3
4274-DRSQT,0,0,No offer,One Year,66,Q3
3002-WQZWT,0,0,Offer C,Month-to-Month,29,Q3
9534-NSXEM,0,0,Offer C,One Year,26,Q3
6619-RPLQZ,1,2,Offer B,Two Year,45,Q3
3154-CFSZG,1,3,No offer,Month-to-Month,47,Q3
2190-PHBHR,1,5,Offer A,Two Year,72,Q3
4951-UKAAQ,0,0,No offer,Month-to-Month,4,Q3
9046-JBFWA,0,0,No offer,Month-to-Month,27,Q3
0722-SVSFK,0,0,No offer,Month-to-Month,7,Q3
9040-KZVWO,0,0,Offer C,One Year,26,Q3
7203-OYKCT,0,0,No offer,One Year,72,Q3
3442-ZHHCC,0,0,Offer A,One Year,68,Q3
2575-GFSOE,1,1,Offer E,Month-to-Month,7,Q3
0123-CRBRT,1,1,Offer B,Two Year,61,Q3
4504-YOULA,0,0,Offer C,Month-to-Month,35,Q3
2003-CKLOR,0,0,Offer A,Month-to-Month,66,Q3
0973-KYVNF,1,6,No offer,Two Year,72,Q3
6625-FLENO,1,9,No offer,Two Year,58,Q3
3156-QLHBO,0,0,No offer,Month-to-Month,2,Q3
7375-WMVMT,1,2,No offer,Two Year,71,Q3
6941-KXRRV,1,10,No offer,One Year,48,Q3
5120-ZBLAI,1,5,Offer B,One Year,50,Q3
7994-UYIVZ,1,1,Offer E,Month-to-Month,8,Q3
6035-RIIOM,0,0,No offer,Two Year,54,Q3
3070-BDOQC,0,0,No offer,Two Year,60,Q3
5995-LFTLE,0,0,No offer,Two Year,58,Q3
5663-QBGIS,0,0,No offer,Two Year,72,Q3
9863-JZAIC,0,0,No offer,Month-to-Month,35,Q3
7246-ZGQDF,0,0,No offer,Month-to-Month,1,Q3
8819-ZBYNA,1,6,No offer,Two Year,58,Q3
6100-QQHEB,1,1,Offer D,Month-to-Month,17,Q3
6754-WKSHP,0,0,Offer C,One Year,30,Q3
9189-JWSHV,1,1,No offer,Month-to-Month,24,Q3
1427-VERSM,1,3,Offer B,Month-to-Month,56,Q3
4115-BNPJY,1,7,No offer,Two Year,29,Q3
1302-TPUBN,0,0,No offer,Two Year,66,Q3
2858-EIMXH,1,1,No offer,One Year,53,Q3
8623-ULFNQ,0,0,No offer,Two Year,26,Q3
8496-DMZUK,0,0,Offer C,One Year,30,Q3
3642-GKTCT,0,0,Offer B,One Year,61,Q3
6380-ARCEH,0,0,Offer E,Month-to-Month,1,Q3
1794-HBQTJ,0,0,Offer E,Month-to-Month,1,Q3
9626-WEQRM,0,0,No offer,Month-to-Month,4,Q3
5406-KGRMX,0,0,No offer,Two Year,71,Q3
0018-NYROU,0,0,No offer,Month-to-Month,5,Q3
1135-LMECX,0,0,No offer,Month-to-Month,1,Q3
6366-XIVKZ,1,3,No offer,Month-to-Month,13,Q3
6341-AEVKX,1,5,Offer B,One Year,62,Q3
1116-FRYVH,1,5,No offer,Two Year,48,Q3
5536-SLHPM,1,5,No offer,Month-to-Month,55,Q3
1031-IIDEO,0,0,Offer E,Month-to-Month,1,Q3
5346-BZCHP,0,0,Offer A,Two Year,69,Q3
9943-VSZUV,0,0,Offer A,Month-to-Month,67,Q3
3744-ZBHON,0,0,No offer,Month-to-Month,3,Q3
9237-HQITU,0,0,No offer,Month-to-Month,2,Q3
5555-RNPGT,0,0,Offer D,Month-to-Month,10,Q3
3323-CPBWR,0,0,Offer D,Month-to-Month,23,Q3
0887-WBJVH,1,1,Offer B,One Year,53,Q3
0042-JVWOJ,0,0,Offer C,One Year,26,Q3
5442-XSDCW,1,1,Offer D,Month-to-Month,11,Q3
3161-GETRM,1,10,Offer C,Month-to-Month,34,Q3
1060-ENTOF,1,3,No offer,One Year,67,Q3
2831-EBWRN,0,0,Offer E,Month-to-Month,4,Q3
8361-LBRDI,0,0,Offer B,Two Year,58,Q3
5160-UXJED,0,0,No offer,One Year,17,Q3
6080-TCMYC,1,4,No offer,Month-to-Month,40,Q3
6869-FGJJC,0,0,No offer,One Year,68,Q3
1265-HVPZB,1,3,No offer,One Year,59,Q3
4433-JCGCG,1,1,Offer B,Month-to-Month,46,Q3
2821-WARNZ,0,0,No offer,One Year,49,Q3
6923-JHPMP,0,0,No offer,Month-to-Month,2,Q3
8213-TAZPM,1,5,Offer A,One Year,69,Q3
2027-DNKIV,1,1,No offer,One Year,37,Q3
9150-KPBJQ,0,0,No offer,Two Year,6,Q3
6253-GNHWH,1,9,No offer,Two Year,71,Q3
5605-XNWEN,0,0,No offer,Two Year,72,Q3
8400-WZICQ,1,9,Offer B,Month-to-Month,55,Q3
7601-WFVZV,0,0,Offer E,Month-to-Month,1,Q3
8631-WUXGY,0,0,No offer,Month-to-Month,46,Q3
3627-FCRDW,0,0,No offer,Month-to-Month,9,Q3
8152-VETUR,1,7,Offer A,Two Year,72,Q3
3030-YZADT,0,0,Offer E,Month-to-Month,9,Q3
9259-PACGQ,1,1,No offer,Month-to-Month,34,Q3
7088-FBAWU,1,8,Offer D,Month-to-Month,17,Q3
7278-CKDNC,0,0,No offer,Two Year,24,Q3
9734-YWGEX,0,0,No offer,Month-to-Month,9,Q3
2874-YXVVA,0,0,No offer,Month-to-Month,34,Q3
1202-KKGFU,1,4,Offer D,Month-to-Month,12,Q3
7508-DQAKK,0,0,No offer,Two Year,64,Q3
4366-CTOUZ,0,0,No offer,Two Year,50,Q3
4673-KKSLS,0,0,No offer,Month-to-Month,31,Q3
9717-IOAAF,0,0,No offer,Two Year,27,Q3
0042-RLHYP,1,5,No offer,Two Year,69,Q3
6723-WSNTY,1,3,No offer,One Year,66,Q3
8844-TONUD,1,4,Offer D,Month-to-Month,13,Q3
6559-ILWKJ,1,1,No offer,Two Year,71,Q3
4013-UBXWQ,0,0,Offer E,Month-to-Month,7,Q3
7673-BQGKU,1,6,No offer,Two Year,69,Q3
9861-PDSZP,0,0,No offer,Two Year,72,Q3
6810-VCAEX,0,0,Offer B,One Year,47,Q3
1241-FPMOF,0,0,No offer,Two Year,52,Q3
3605-JISKB,1,2,No offer,One Year,55,Q3
6752-APNJL,1,7,No offer,Month-to-Month,42,Q3
8277-RVRSV,1,3,Offer C,One Year,33,Q3
6692-UDPJC,1,1,No offer,Month-to-Month,14,Q3
5940-AHUHD,0,0,Offer E,Month-to-Month,1,Q3
1429-UYJSV,0,0,Offer D,One Year,12,Q3
5208-FVQKB,1,7,Offer A,Two Year,70,Q3
5485-ITNPC,1,2,No offer,Two Year,66,Q3
8382-SHQEH,1,1,No offer,Month-to-Month,8,Q3
0295-PPHDO,0,0,No offer,Month-to-Month,1,Q3
5016-ETTFF,0,0,Offer D,Month-to-Month,10,Q3
8706-HRADD,0,0,Offer D,Month-to-Month,21,Q3
1271-SJBGZ,0,0,No offer,Month-to-Month,12,Q3
0206-TBWLC,1,7,Offer B,One Year,54,Q3
4140-WJAWW,0,0,No offer,Month-to-Month,5,Q3
6122-EFVKN,0,0,No offer,Two Year,24,Q3
1004-NOZNR,0,0,Offer B,One Year,56,Q3
2972-YDYUW,0,0,No offer,One Year,57,Q3
8224-UAXBZ,1,7,No offer,One Year,58,Q3
4989-LIXVT,0,0,No offer,Month-to-Month,68,Q3
1481-ZUWZA,0,0,No offer,Month-to-Month,28,Q3
0516-OOHAR,1,8,No offer,One Year,28,Q3
0531-XBKMM,0,0,No offer,Two Year,66,Q3
1087-GRUYI,1,8,Offer C,Two Year,38,Q3
7480-SPLEF,1,5,No offer,Two Year,69,Q3
2690-DVRVK,1,1,No offer,One Year,5,Q3
2642-DTVCO,0,0,Offer E,Month-to-Month,9,Q3
9221-OTIVJ,0,0,No offer,Month-to-Month,14,Q3
9489-DEDVP,1,8,No offer,Two Year,70,Q3
7878-RTCZG,0,0,No offer,Month-to-Month,1,Q3
9921-EZKBY,0,0,Offer C,Month-to-Month,33,Q3
9444-JTXHZ,1,1,No offer,Month-to-Month,1,Q3
8945-MUQUF,0,0,Offer B,One Year,51,Q3
7225-CBZPL,1,7,No offer,Two Year,17,Q3
0168-XZKBB,1,8,No offer,Month-to-Month,19,Q3
0014-BMAQU,1,8,Offer B,Two Year,63,Q3
9658-WYUFB,0,0,Offer D,Month-to-Month,17,Q3
9601-BRXPO,1,1,Offer C,Month-to-Month,25,Q3
1112-CUNAO,0,0,Offer D,Month-to-Month,15,Q3
0193-ESZXP,1,1,No offer,One Year,58,Q3
1406-PUQVY,0,0,Offer E,Month-to-Month,1,Q3
7868-TMWMZ,1,2,No offer,Two Year,60,Q3
7024-OHCCK,0,0,No offer,Month-to-Month,2,Q3
2672-DZUOY,0,0,Offer E,Month-to-Month,1,Q3
1709-EJDOX,1,10,Offer B,Two Year,47,Q3
6173-ITPWD,1,1,Offer B,Month-to-Month,47,Q3
9588-OZDMQ,1,8,Offer E,Month-to-Month,2,Q3
2428-HYUNX,1,4,No offer,Two Year,44,Q3
9909-DFRJA,0,0,Offer C,One Year,26,Q3
5081-NWSUP,0,0,Offer D,One Year,10,Q3
8645-KOMJQ,1,1,Offer A,Two Year,69,Q3
4139-JPIAM,0,0,No offer,Month-to-Month,51,Q3
1394-SUIUH,1,4,No offer,Two Year,44,Q3
0021-IKXGC,0,0,Offer E,One Year,1,Q3
6419-ZTTLE,1,2,No offer,One Year,23,Q3
0076-LVEPS,0,0,No offer,Month-to-Month,29,Q3
0872-NXJYS,0,0,No offer,Month-to-Month,9,Q3
8725-JEDFD,0,0,No offer,Month-to-Month,27,Q3
6048-UWKAL,1,2,No offer,Two Year,69,Q3
1565-RHDJD,0,0,No offer,Month-to-Month,4,Q3
5322-TEUJK,1,5,No offer,Two Year,71,Q3
2300-RQGOI,0,0,Offer C,Two Year,38,Q3
1194-HVAIF,1,1,Offer C,Month-to-Month,27,Q3
8992-JQYUN,1,1,Offer E,Month-to-Month,1,Q3
8118-LSUEL,0,0,No offer,Month-to-Month,23,Q3
2019-HDCZY,1,4,No offer,Two Year,63,Q3
5781-RFZRP,1,7,No offer,Two Year,71,Q3
1485-YDHMM,1,1,No offer,Month-to-Month,52,Q3
8257-RZAHR,1,1,Offer D,Month-to-Month,14,Q3
3638-VBZTA,0,0,No offer,Two Year,68,Q3
5266-PFRQK,1,2,Offer B,One Year,52,Q3
0117-LFRMW,1,1,No offer,Month-to-Month,37,Q3
0550-DCXLH,0,0,No offer,Month-to-Month,13,Q3
4871-JTKJF,0,0,No offer,Month-to-Month,1,Q3
4912-PIGUY,0,0,Offer E,Month-to-Month,1,Q3
5684-FJVYR,1,9,Offer A,Two Year,72,Q3
2223-KAGMX,0,0,Offer D,Month-to-Month,15,Q3
6413-XKKPU,1,1,No offer,Month-to-Month,17,Q3
6620-JDYNW,0,0,Offer D,Month-to-Month,18,Q3
2823-LKABH,0,0,No offer,Month-to-Month,18,Q3
6917-YACBP,0,0,Offer B,Two Year,59,Q3
5777-ZPQNC,0,0,Offer D,One Year,12,Q3
2696-RZVZW,1,4,Offer A,Two Year,68,Q3
0256-LTHVJ,1,1,Offer C,Month-to-Month,28,Q3
3679-XASPY,1,1,Offer E,Month-to-Month,1,Q3
5668-MEISB,1,1,No offer,Two Year,72,Q3
3646-ITDGM,0,0,Offer B,Two Year,56,Q3
2819-GWENI,1,9,Offer C,One Year,28,Q3
3190-XFANI,0,0,No offer,One Year,49,Q3
8066-POXGX,0,0,Offer D,Month-to-Month,13,Q3
9419-IPPBE,1,4,Offer B,One Year,51,Q3
2834-JRTUA,0,0,Offer A,Two Year,71,Q3
6956-SMUCM,0,0,No offer,Month-to-Month,3,Q3
2535-PBCGC,1,5,Offer A,Two Year,70,Q3
8687-BAFGU,0,0,Offer E,Month-to-Month,1,Q3
8292-TYSPY,0,0,Offer D,Month-to-Month,19,Q3
4530-NDRKU,1,4,No offer,One Year,42,Q3
9874-QLCLH,1,1,Offer D,Month-to-Month,17,Q3
3536-IQCTX,1,1,No offer,Month-to-Month,32,Q3
4859-ZSRDZ,1,1,Offer B,Two Year,58,Q3
4398-HSCJH,0,0,Offer E,Month-to-Month,3,Q3
6898-RBTLU,1,9,Offer B,Two Year,49,Q3
2839-RFSQE,0,0,Offer E,Month-to-Month,2,Q3
